id,title,genres,averageRating,numVotes,releaseYear
tt0038650,"It's a Wonderful Life","Drama, Family, Fantasy",8.6,507501,1946
tt9362722,"Spider-Man: Across the Spider-Verse","Action, Adventure, Animation",8.6,409279,2023
tt0047478,"Seven Samurai","Action, Drama",8.6,373595,1954
tt0056058,Harakiri,"Action, Drama, Mystery",8.6,72532,1962
tt0367495,"Anbe Sivam","Adventure, Comedy, Drama",8.6,26043,2003
tt0358456,Earthlings,Documentary,8.6,19967,2005
tt0252489,"The Chaos Class Is on Vacation",Comedy,8.6,19126,1977
tt0116860,"Pretty Village, Pretty Flame","Drama, History, War",8.6,18035,1996
tt0271383,"A Dog's Will","Comedy, Drama, Fantasy",8.6,17515,2000
tt27051027,"Love Li","Drama, Romance",8.6,12949,2024
tt4139928,"The Legend of Maula Jatt","Action, Drama, Fantasy",8.6,10849,2022
tt0267351,"My Dear Brother",Drama,8.6,10474,1973
tt1853728,"Django Unchained","Comedy, Drama, Western",8.5,1735408,2012
tt0172495,Gladiator,"Action, Adventure, Drama",8.5,1665615,2000
tt0482571,"The Prestige","Drama, Mystery, Sci-Fi",8.5,1472055,2006
tt0407887,"The Departed","Crime, Drama, Thriller",8.5,1449302,2006
tt0088763,"Back to the Future","Adventure, Comedy, Sci-Fi",8.5,1338295,1985
tt0110413,"Léon: The Professional","Action, Crime, Drama",8.5,1270534,1994
tt0120586,"American History X","Crime, Drama",8.5,1205816,1998
tt0110357,"The Lion King","Adventure, Animation, Drama",8.5,1167668,1994
tt0114814,"The Usual Suspects","Crime, Drama, Mystery",8.5,1163585,1995
tt2582802,Whiplash,"Drama, Music",8.5,1024330,2014
tt6751668,Parasite,"Drama, Thriller",8.5,1000990,2019
tt0078748,Alien,"Horror, Sci-Fi",8.5,985811,1979
tt1675434,"The Intouchables","Comedy, Drama",8.5,949348,2011
tt0253474,"The Pianist","Biography, Drama, Music",8.5,935327,2002
tt0054215,Psycho,"Horror, Mystery, Thriller",8.5,733281,1960
tt0034583,Casablanca,"Drama, Romance, War",8.5,616017,1942
tt0047396,"Rear Window","Mystery, Thriller",8.5,532523,1954
tt15239678,"Dune: Part Two","Action, Adventure, Drama",8.5,531975,2024
tt0064116,"Once Upon a Time in the West","Drama, Western",8.5,354995,1968
tt0095327,"Grave of the Fireflies","Animation, Drama, War",8.5,325091,1988
tt0095765,"Cinema Paradiso","Drama, Romance",8.5,289617,1988
tt0027977,"Modern Times","Comedy, Drama, Romance",8.5,264471,1936
tt0021749,"City Lights","Comedy, Drama, Romance",8.5,199836,1931
tt1424432,Senna,"Biography, Documentary, Sport",8.5,77892,2010
tt20850406,"Sita Ramam","Action, Drama, Mystery",8.5,71728,2022
tt26548265,Maharaja,"Action, Crime, Drama",8.5,50512,2024
tt1152758,"Dear Zachary: A Letter to a Son About His Father","Biography, Crime, Documentary",8.5,41767,2008
tt0103767,Baraka,Documentary,8.5,41461,1992
tt7019842,96,"Drama, Romance",8.5,38954,2018
tt11580854,"Sarpatta Parambarai","Action, Drama, Sport",8.5,26108,2021
tt0346336,"The Best of Youth","Drama, Romance",8.5,23578,2003
tt8948790,Jersey,"Drama, Sport",8.5,23464,2019
tt0058625,"Woman in the Dunes","Drama, Thriller",8.5,23390,1964
tt24082438,"20 Days in Mariupol","Documentary, War",8.5,23287,2023
tt1014762,Home,"Documentary, Family",8.5,23146,2009
tt0253997,"The King of the Street Cleaners","Comedy, Romance",8.5,21759,1977
tt0054407,"The Hole","Crime, Drama, Thriller",8.5,21035,1960
tt0079221,"Gol Maal","Comedy, Romance",8.5,20371,1979
tt8413338,"Kumbalangi Nights","Comedy, Drama, Romance",8.5,18855,2019
tt0263975,"The Girl with the Red Scarf","Drama, Romance",8.5,17205,1977
tt0101649,Thalapathi,"Action, Crime, Drama",8.5,13674,1991
tt9617456,"For Sama","Biography, Documentary, War",8.5,13066,2019
tt0253991,Zübük,Comedy,8.5,11421,1980
tt1345836,"The Dark Knight Rises","Action, Drama, Thriller",8.4,1864948,2012
tt0361748,"Inglourious Basterds","Adventure, Drama, War",8.4,1623863,2009
tt7286456,Joker,"Crime, Drama, Thriller",8.4,1550940,2019
tt0209144,Memento,"Mystery, Thriller",8.4,1346103,2000
tt4154796,"Avengers: Endgame","Action, Adventure, Drama",8.4,1305746,2019
tt4154756,"Avengers: Infinity War","Action, Adventure, Sci-Fi",8.4,1239576,2018
tt0910970,WALL·E,"Adventure, Animation, Family",8.4,1226422,2008
tt0081505,"The Shining","Drama, Horror",8.4,1133364,1980
tt0082971,"Raiders of the Lost Ark","Action, Adventure",8.4,1051998,1981
tt0090605,Aliens,"Action, Adventure, Sci-Fi",8.4,788050,1986
tt0078788,"Apocalypse Now","Drama, Mystery, War",8.4,723161,1979
tt4633694,"Spider-Man: Into the Spider-Verse","Action, Adventure, Animation",8.4,696867,2018
tt2380307,Coco,"Adventure, Animation, Drama",8.4,616635,2017
tt1187043,"3 Idiots","Comedy, Drama",8.4,444920,2009
tt0086879,Amadeus,"Biography, Drama, Music",8.4,436321,1984
tt0405094,"The Lives of Others","Drama, Mystery, Thriller",8.4,417018,2006
tt5311514,"Your Name.","Animation, Drama, Fantasy",8.4,336077,2016
tt0082096,"Das Boot","Drama, War",8.4,268785,1981
tt0032553,"The Great Dictator","Comedy, Drama, War",8.4,241581,1940
tt0043014,"Sunset Boulevard","Drama, Film-Noir",8.4,241183,1950
tt0050825,"Paths of Glory","Drama, War",8.4,217963,1957
tt0051201,"Witness for the Prosecution","Crime, Drama, Mystery",8.4,141838,1957
tt8267604,Capernaum,Drama,8.4,109946,2018
tt0091251,"Come and See","Drama, Thriller, War",8.4,102657,1985
tt0057565,"High and Low","Crime, Drama, Mystery",8.4,55810,1963
tt1313104,"The Cove","Biography, Crime, Documentary",8.4,51827,2009
tt9900782,Kaithi,"Action, Crime, Drama",8.4,44361,2019
tt21626284,"Laapataa Ladies","Comedy, Drama",8.4,43540,2023
tt12361178,"Drishyam 2","Crime, Drama, Thriller",8.4,41868,2021
tt0770802,Samsara,"Documentary, Music",8.4,38526,2011
tt29623480,"The Wild Robot","Animation, Sci-Fi",8.4,37471,2024
tt9477520,Asuran,"Action, Drama",8.4,34496,2019
tt3674140,"The Salt of the Earth","Biography, Documentary, History",8.4,23935,2014
tt0416960,"The Lizard","Comedy, Drama",8.4,22949,2004
tt0400234,"Black Friday","Action, Crime, Drama",8.4,22315,2004
tt4987556,"Thani Oruvan","Action, Crime, Thriller",8.4,22064,2015
tt5959980,"Vada Chennai","Action, Crime, Drama",8.4,20461,2018
tt0047445,"Sansho the Bailiff",Drama,8.4,18617,1954
tt0052572,"The World of Apu",Drama,8.4,17168,1959
tt7465992,Mahanati,"Biography, Drama",8.4,15216,2018
tt0059550,"Operation 'Y' & Other Shurik's Adventures","Comedy, Crime, Drama",8.4,15158,1965
tt0073000,"The Pinchcliffe Grand Prix","Animation, Comedy, Family",8.4,14498,1975
tt0314067,Philanthropy,"Comedy, Drama",8.4,13997,2002
tt0252591,"King of the Doormen",Comedy,8.4,13909,1976
tt4991384,Visaaranai,"Crime, Drama, Thriller",8.4,12463,2015
tt0184756,"Mr. Muhsin","Comedy, Drama, Music",8.4,12002,1987
tt12415546,"Attack on Titan: Chronicle","Action, Adventure, Animation",8.4,11985,2020
tt0383846,"When I Grow Up, I'll Be a Kangaroo",Comedy,8.4,11714,2004
tt0169547,"American Beauty",Drama,8.3,1227377,1999
tt1049413,Up,"Adventure, Animation, Comedy",8.3,1149986,2009
tt0086190,"Star Wars: Episode VI - Return of the Jedi","Action, Adventure, Fantasy",8.3,1140656,1983
tt0105236,"Reservoir Dogs","Crime, Thriller",8.3,1108602,1992
tt0112573,Braveheart,"Biography, Drama, War",8.3,1107531,1995
tt0338013,"Eternal Sunshine of the Spotless Mind","Drama, Romance, Sci-Fi",8.3,1100538,2004
tt0119217,"Good Will Hunting","Drama, Romance",8.3,1098087,1997
tt0114709,"Toy Story","Adventure, Animation, Comedy",8.3,1091143,1995
tt0086250,Scarface,"Crime, Drama",8.3,937267,1983
tt0180093,"Requiem for a Dream",Drama,8.3,916618,2000
tt0435761,"Toy Story 3","Adventure, Animation, Comedy",8.3,908884,2010
tt15398776,Oppenheimer,"Biography, Drama, History",8.3,807272,2023
tt0211915,Amélie,"Comedy, Romance",8.3,805086,2001
tt0113277,Heat,"Action, Crime, Drama",8.3,734327,1995
tt0062622,"2001: A Space Odyssey","Adventure, Sci-Fi",8.3,733548,1968
tt0364569,Oldboy,"Action, Drama, Mystery",8.3,653599,2003
tt0057012,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Comedy, War",8.3,526926,1964
tt0033467,"Citizen Kane","Drama, Mystery",8.3,472322,1941
tt0119698,"Princess Mononoke","Action, Adventure, Animation",8.3,444809,1997
tt0052357,Vertigo,"Mystery, Romance, Thriller",8.3,435482,1958
tt0087843,"Once Upon a Time in America","Crime, Drama",8.3,384524,1984
tt2106476,"The Hunt",Drama,8.3,373855,2012
tt0053125,"North by Northwest","Action, Adventure, Mystery",8.3,351670,1959
tt0056592,"To Kill a Mockingbird","Crime, Drama",8.3,337538,1962
tt0056172,"Lawrence of Arabia","Adventure, Biography, Drama",8.3,320938,1962
tt0070735,"The Sting","Comedy, Crime, Drama",8.3,284054,1973
tt0045152,"Singin' in the Rain","Comedy, Musical, Romance",8.3,265741,1952
tt1832382,"A Separation",Drama,8.3,262752,2011
tt5074352,Dangal,"Action, Biography, Drama",8.3,217124,2016
tt1255953,Incendies,"Drama, Mystery, War",8.3,211725,2010
tt0986264,"Like Stars on Earth","Drama, Family",8.3,211185,2007
tt0053604,"The Apartment","Comedy, Drama, Romance",8.3,201133,1960
tt0017136,Metropolis,"Drama, Sci-Fi",8.3,189020,1927
tt0040522,"Bicycle Thieves",Drama,8.3,178729,1948
tt0022100,M,"Crime, Mystery, Thriller",8.3,171756,1931
tt0036775,"Double Indemnity","Crime, Drama, Film-Noir",8.3,170373,1944
tt8110330,"Dil Bechara","Comedy, Drama, Romance",8.3,135518,2020
tt10295212,Shershaah,"Action, Biography, Drama",8.3,131015,2021
tt8503618,Hamilton,"Biography, Drama, History",8.3,118921,2020
tt0044741,Ikiru,Drama,8.3,90368,1952
tt0055031,"Judgment at Nuremberg","Drama, War",8.3,87440,1961
tt9179430,Vikram,"Action, Crime, Drama",8.3,77461,2022
tt9052870,Chhichhore,"Comedy, Drama, Romance",8.3,65751,2019
tt7060344,Raatchasan,"Action, Crime, Drama",8.3,52113,2018
tt10280296,"Sardar Udham","Biography, Crime, Drama",8.3,48157,2021
tt3417422,Drishyam,"Crime, Drama, Thriller",8.3,44896,2013
tt0019760,"Man with a Movie Camera",Documentary,8.3,28546,1929
tt0110057,"Hoop Dreams","Documentary, Drama, Sport",8.3,28374,1994
tt7681902,"Won't You Be My Neighbor?","Biography, Documentary, History",8.3,27396,2018
tt4679210,Premam,"Comedy, Drama, Romance",8.3,24675,2015
tt3668162,"Bangalore Days","Comedy, Drama, Romance",8.3,23432,2014
tt0376127,Anniyan,"Action, Crime, Drama",8.3,22317,2005
tt0058888,"Red Beard",Drama,8.3,21680,1965
tt0037674,"Children of Paradise","Drama, Romance",8.3,21492,1945
tt9098872,"The Rescue","Action, Documentary, Mystery",8.3,21367,2021
tt0110081,"To Live","Drama, War",8.3,20929,1994
tt4908644,"Winter on Fire: Ukraine's Fight for Freedom","Documentary, History, War",8.3,20836,2015
tt0050634,"The Cranes Are Flying","Drama, Romance, War",8.3,20345,1957
tt13391710,"Jana Gana Mana","Crime, Drama, Thriller",8.3,18055,2022
tt10214826,"Agent Sai Srinivasa Athreya","Comedy, Crime, Mystery",8.3,17387,2019
tt0195231,Satya,"Action, Crime, Drama",8.3,17133,1998
tt0062759,"The Diamond Arm","Adventure, Comedy, Crime",8.3,16596,1969
tt5312232,Sairat,"Drama, Romance",8.3,15064,2016
tt0085743,"Jaane Bhi Do Yaaro","Comedy, Crime, Drama",8.3,14919,1983
tt5867800,Aruvi,Drama,8.3,14562,2016
tt0061847,"Samurai Rebellion",Drama,8.3,14451,1967
tt3521134,"The Look of Silence","Biography, Documentary, History",8.3,14097,2014
tt0060584,"Kidnapping, Caucasian Style","Adventure, Comedy, Drama",8.3,13861,1967
tt2358592,Lucia,"Drama, Sci-Fi, Thriller",8.3,13484,2013
tt9006564,2018,"Action, Drama, Thriller",8.3,13397,2023
tt0072783,"Chupke Chupke","Comedy, Drama, Romance",8.3,13386,1975
tt0068519,"Gentlemen of Fortune","Comedy, Crime, Drama",8.3,13175,1971
tt0252619,"From the Village to the City",Comedy,8.3,12079,1974
tt2877108,"Soodhu Kavvum","Comedy, Crime, Thriller",8.3,12053,2013
tt0139876,Baasha,"Action, Crime, Drama",8.3,11772,1995
tt18568902,"Kaun Pravin Tambe?","Biography, Drama, Sport",8.3,11315,2022
tt8652818,"Violet Evergarden: The Movie","Animation, Drama, Fantasy",8.3,11061,2020
tt0179955,"Cat City","Adventure, Animation, Comedy",8.3,10946,1986
tt4851630,"Maheshinte Prathikaaram","Comedy, Drama, Thriller",8.3,10749,2016
tt0301634,"Frozen Stiff","Comedy, Drama",8.3,10299,2002
tt0993846,"The Wolf of Wall Street","Biography, Comedy, Crime",8.2,1627299,2013
tt0372784,"Batman Begins","Action, Crime, Drama",8.2,1608549,2005
tt1130884,"Shutter Island","Drama, Mystery, Thriller",8.2,1497713,2010
tt0120382,"The Truman Show","Comedy, Drama",8.2,1232145,1998
tt0266697,"Kill Bill: Vol. 1","Action, Crime, Thriller",8.2,1219799,2003
tt0266543,"Finding Nemo","Adventure, Animation, Comedy",8.2,1133511,2003
tt0107290,"Jurassic Park","Action, Adventure, Sci-Fi",8.2,1090052,1993
tt0477348,"No Country for Old Men","Crime, Drama, Thriller",8.2,1086748,2007
tt0167404,"The Sixth Sense","Drama, Mystery, Thriller",8.2,1073468,1999
tt0268978,"A Beautiful Mind","Biography, Drama, Mystery",8.2,1002389,2001
tt0095016,"Die Hard","Action, Thriller",8.2,961318,1988
tt0075314,"Taxi Driver","Crime, Drama",8.2,946224,1976
tt0208092,Snatch,"Comedy, Crime",8.2,925610,2000
tt10872600,"Spider-Man: No Way Home","Action, Adventure, Fantasy",8.2,910842,2021
tt0066921,"A Clockwork Orange","Crime, Sci-Fi",8.2,894598,1971
tt1392214,Prisoners,"Crime, Drama, Mystery",8.2,836029,2013
tt0097576,"Indiana Jones and the Last Crusade","Action, Adventure",8.2,822723,1989
tt0093058,"Full Metal Jacket","Drama, War",8.2,804542,1987
tt1745960,"Top Gun: Maverick","Action, Drama",8.2,735804,2022
tt0457430,"Pan's Labyrinth","Drama, Fantasy, War",8.2,712239,2006
tt8579674,1917,"Action, Drama, History",8.2,699494,2019
tt0469494,"There Will Be Blood",Drama,8.2,653235,2007
tt0119488,"L.A. Confidential","Crime, Drama, Mystery",8.2,628759,1997
tt6966692,"Green Book","Biography, Comedy, Drama",8.2,599342,2018
tt0071853,"Monty Python and the Holy Grail","Adventure, Comedy, Fantasy",8.2,577881,1975
tt0112641,Casino,"Crime, Drama",8.2,575811,1995
tt0084787,"The Thing","Horror, Mystery, Sci-Fi",8.2,480524,1982
tt0347149,"Howl's Moving Castle","Adventure, Animation, Family",8.2,464610,2004
tt0105695,Unforgiven,"Drama, Western",8.2,443106,1992
tt0363163,Downfall,"Biography, Drama, History",8.2,380609,2004
tt0031381,"Gone with the Wind","Drama, Romance, War",8.2,339164,1939
tt0053291,"Some Like It Hot","Comedy, Music, Romance",8.2,287931,1959
tt0059578,"For a Few Dollars More","Drama, Western",8.2,280531,1965
tt0080678,"The Elephant Man","Biography, Drama",8.2,262927,1980
tt0057115,"The Great Escape","Adventure, Drama, Thriller",8.2,262766,1963
tt1305806,"The Secret in Their Eyes","Drama, Mystery, Romance",8.2,226359,2009
tt10272386,"The Father","Drama, Mystery",8.2,201704,2020
tt4729430,Klaus,"Adventure, Animation, Comedy",8.2,195838,2019
tt0046912,"Dial M for Murder","Crime, Thriller",8.2,192730,1954
tt0042876,Rashomon,"Crime, Drama, Mystery",8.2,184258,1950
tt10698680,"K.G.F: Chapter 2","Action, Crime, Drama",8.2,153754,2022
tt0042192,"All About Eve",Drama,8.2,140991,1950
tt0089881,Ran,"Action, Drama, War",8.2,139055,1985
tt0012349,"The Kid","Comedy, Drama, Family",8.2,137393,1921
tt0040897,"The Treasure of the Sierra Madre","Adventure, Drama, Western",8.2,134335,1948
tt0055630,Yojimbo,"Action, Drama, Thriller",8.2,133922,1961
tt4849438,"Baahubali 2: The Conclusion","Action, Drama",8.2,118313,2017
tt5813916,"The Mountain II","Action, Drama, War",8.2,110869,2016
tt1954470,"Gangs of Wasseypur","Action, Comedy, Crime",8.2,105776,2012
tt8108198,Andhadhun,"Crime, Mystery, Thriller",8.2,105606,2018
tt15327088,Kantara,"Action, Adventure, Drama",8.2,105188,2022
tt7838252,"K.G.F: Chapter 1","Action, Crime, Drama",8.2,101165,2018
tt0367110,Swades,"Drama, Musical",8.2,99910,2004
tt4430212,Drishyam,"Crime, Drama, Mystery",8.2,98020,2015
tt0476735,"My Father and My Son","Drama, Family",8.2,94607,2005
tt1562872,"Zindagi Na Milegi Dobara","Comedy, Drama, Musical",8.2,88038,2011
tt0118849,"Children of Heaven","Drama, Family, Sport",8.2,82682,1997
tt1645089,"Inside Job","Crime, Documentary",8.2,80094,2010
tt11032374,"Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train","Action, Adventure, Animation",8.2,78072,2020
tt0242519,"Hera Pheri","Action, Comedy, Crime",8.2,74048,2000
tt8291224,"Uri: The Surgical Strike","Action, Drama, History",8.2,73995,2019
tt2125608,"Searching for Sugar Man","Biography, Documentary, Music",8.2,73739,2012
tt2356180,"Bhaag Milkha Bhaag","Biography, Drama, Sport",8.2,73337,2013
tt8239946,Tumbbad,"Drama, Fantasy, Horror",8.2,64822,2018
tt0015324,"Sherlock Jr.","Action, Comedy, Romance",8.2,58837,1924
tt10431500,"Miracle in Cell No. 7",Drama,8.2,57239,2019
tt6148156,"Vikram Vedha","Action, Crime, Drama",8.2,51654,2017
tt15501640,"Drishyam 2","Crime, Drama, Mystery",8.2,46647,2022
tt20256528,"What Is a Woman?",Documentary,8.2,44689,2022
tt6316138,"Ayla: The Daughter of War","Biography, Drama, History",8.2,44669,2017
tt0085809,Koyaanisqatsi,"Documentary, Music",8.2,42417,1982
tt2375605,"The Act of Killing","Biography, Crime, Documentary",8.2,41453,2012
tt0048473,"Pather Panchali",Drama,8.2,39290,1955
tt7905466,"They Shall Not Grow Old","Documentary, History, War",8.2,39014,2018
tt1620933,"Paan Singh Tomar","Action, Biography, Crime",8.2,38363,2012
tt5895028,13th,"Crime, Documentary, History",8.2,38060,2016
tt0071411,"Dersu Uzala","Adventure, Biography, Drama",8.2,34186,1975
tt5929776,"The First Born","Documentary, News",8.2,29096,2016
tt0045274,"Umberto D.",Drama,8.2,28779,1952
tt7392212,Rangasthalam,"Action, Drama",8.2,28350,2018
tt4983780,Maanaadu,"Action, Adventure, Sci-Fi",8.2,25818,2021
tt0049902,"A Man Escaped","Drama, Thriller, War",8.2,25694,1956
tt0466460,"Khosla Ka Ghosla!","Comedy, Crime, Drama",8.2,25367,2006
tt0100234,Close-Up,"Biography, Crime, Drama",8.2,23935,1990
tt26458038,"Manjummel Boys","Adventure, Drama, Thriller",8.2,22471,2024
tt0042804,"The Young and the Damned","Crime, Drama",8.2,22401,1950
tt0054248,"Rocco and His Brothers","Crime, Drama, Sport",8.2,22075,1960
tt0041154,"Late Spring","Comedy, Drama",8.2,19842,1949
tt0070233,"Ivan Vasilyevich Changes His Profession","Adventure, Comedy, Sci-Fi",8.2,18880,1973
tt0117293,"Paradise Lost: The Child Murders at Robin Hood Hills","Crime, Documentary",8.2,18495,1996
tt0100332,"Paris Is Burning",Documentary,8.2,18425,1990
tt7019942,"Super Deluxe","Comedy, Crime, Drama",8.2,18169,2019
tt25433734,"Hi Nanna","Drama, Family, Romance",8.2,18019,2023
tt5460658,"Life and a Day",Drama,8.2,17991,2016
tt2181831,Shahid,"Biography, Drama",8.2,17945,2012
tt0048452,Ordet,Drama,8.2,17789,1955
tt0081059,"Lion of the Desert","Biography, Drama, History",8.2,17755,1980
tt0422320,Ghilli,"Action, Drama, Romance",8.2,17718,2004
tt0050371,"A Face in the Crowd","Drama, Music",8.2,17614,1957
tt7060460,"Theeran Adhigaram Ondru","Action, Crime, Thriller",8.2,17454,2017
tt6380520,"Dhuruvangal Pathinaaru","Crime, Drama, Mystery",8.2,17231,2016
tt2218988,"Ustad Hotel","Comedy, Drama",8.2,17066,2012
tt0048956,Aparajito,Drama,8.2,16390,1956
tt0471571,Athadu,"Action, Crime, Drama",8.2,15321,2005
tt0023042,"I Am a Fugitive from a Chain Gang","Crime, Drama, Film-Noir",8.2,14745,1932
tt1180583,"Vaaranam Aayiram","Action, Drama, Musical",8.2,14662,2008
tt9500372,"Pocket Hercules: Naim Süleymanoglu","Biography, Drama, History",8.2,14385,2019
tt3569782,Jigarthanda,"Comedy, Crime, Drama",8.2,13867,2014
tt32765621,Sipahi,Drama,8.2,13823,2024
tt9124428,Champion,"Biography, Drama, Romance",8.2,13447,2018
tt0101985,"A Brighter Summer Day","Crime, Drama, Romance",8.2,13346,1991
tt0056512,"The Easy Life","Comedy, Drama",8.2,12986,1962
tt0111341,Satantango,Drama,8.2,12902,1994
tt0052600,"Ballad of a Soldier","Drama, Romance, War",8.2,11559,1959
tt0058604,"I Am Cuba",Drama,8.2,11055,1964
tt0076727,"Office Romance","Comedy, Drama, Romance",8.2,10640,1977
tt0075404,"The Ascent","Drama, War",8.2,10496,1977
tt0843326,Bommarillu,"Comedy, Drama, Romance",8.2,10277,2006
tt3153634,Hope,Drama,8.2,10163,2013
tt0325980,"Pirates of the Caribbean: The Curse of the Black Pearl","Action, Adventure, Fantasy",8.1,1234819,2003
tt0434409,"V for Vendetta","Action, Drama, Sci-Fi",8.1,1194474,2005
tt1392190,"Mad Max: Fury Road","Action, Adventure, Sci-Fi",8.1,1135084,2015
tt0264464,"Catch Me If You Can","Biography, Crime, Drama",8.1,1125247,2002
tt2267998,"Gone Girl","Drama, Mystery, Thriller",8.1,1091421,2014
tt0198781,"Monsters, Inc.","Adventure, Animation, Comedy",8.1,1001320,2001
tt1201607,"Harry Potter and the Deathly Hallows: Part 2","Adventure, Family, Fantasy",8.1,968399,2011
tt0088247,"The Terminator","Action, Adventure, Sci-Fi",8.1,943104,1984
tt2278388,"The Grand Budapest Hotel","Adventure, Comedy, Crime",8.1,903799,2014
tt0118715,"The Big Lebowski","Comedy, Crime",8.1,873677,1998
tt3315342,Logan,"Action, Drama, Sci-Fi",8.1,864353,2017
tt0382932,Ratatouille,"Adventure, Animation, Comedy",8.1,852098,2007
tt0083658,"Blade Runner","Action, Drama, Sci-Fi",8.1,836768,1982
